path;group_name
../../subset_evaluation/biggan/ai_canoe/472_biggan_00002.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00062.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00048.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00008.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00016.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00188.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00037.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00082.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00138.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00156.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00072.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00043.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00084.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00175.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00077.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00079.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00036.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00031.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00075.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00143.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00152.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00093.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00146.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00137.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00076.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00096.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00128.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00113.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00086.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00089.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00187.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00161.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00068.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00186.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00013.png;ai_canoe
../../subset_evaluation/biggan/ai_canoe/472_biggan_00044.png;ai_canoe
