path;group_name
../subset_evaluation/adm/ai_laptop/620_adm_176.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_153.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_19.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_140.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_105.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_18.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_156.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_139.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_11.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_175.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_15.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_68.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_127.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_104.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_168.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_34.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_80.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_41.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_61.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_9.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_79.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_173.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_25.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_64.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_123.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_186.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_183.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_69.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_146.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_56.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_126.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_136.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_21.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_144.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_40.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_20.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_8.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_101.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_107.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_42.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_32.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_29.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_149.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_95.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_70.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_35.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_110.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_114.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_147.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_113.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_93.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_111.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_30.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_55.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_51.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_48.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_89.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_84.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_7.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_60.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_159.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_131.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_3.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_191.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_49.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_45.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_57.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_98.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_108.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_39.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_117.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_182.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_125.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_4.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_189.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_92.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_138.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_118.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_2.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_66.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_82.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_154.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_24.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_145.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_124.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_59.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_148.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_88.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_187.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_133.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_120.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_83.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_174.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_62.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_77.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_177.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_190.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_31.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_109.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_50.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_106.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_75.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_85.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_5.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_171.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_112.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_16.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_135.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_74.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_188.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_179.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_53.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_163.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_164.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_63.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_90.PNG;ai_laptop
../subset_evaluation/adm/ai_laptop/620_adm_181.PNG;ai_laptop
../subset_evaluation/adm/nature_laptop/n03642806_13256.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_20185.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_24082.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_17849.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_17501.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_16579.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_23069.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_17713.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_357.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_17370.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_24992.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_17822.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_23548.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_3299.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_7733.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_26257.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_6711.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_31691.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_16058.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_17046.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_23480.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_19061.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_19130.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_20773.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_2098.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_15444.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_16014.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_12944.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_3219.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_11613.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_2984.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_7257.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_15796.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_19477.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_16129.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_24713.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_12831.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_1395.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_21407.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_21727.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_23236.JPEG;nature_laptop
../subset_evaluation/adm/nature_laptop/n03642806_954.JPEG;nature_laptop
